day,predicted_close
1,1.5130486972842927
2,1.4335100043619582
3,1.4905137764579173
4,1.4458383334113802
5,1.4347038039651325
6,1.4336890842230696
7,1.411440194657774
8,1.4564919014579174
9,1.7651780759953402
10,1.708270138133059
11,1.7093382556925822
12,2.0157420196387377
13,1.7161937384820307
14,1.7140384050244253
15,1.7236764328274006
16,1.7123813890862134
17,1.7091514937719061
18,1.7062896126978833
19,1.7439661784310987
20,1.7097524106182704
21,1.7098474730402886
22,1.691848666760726
23,1.7307674177411791
24,1.6965077670338458
25,1.7097345051522441
26,1.718393299709024
27,1.691730196082099
28,1.692074385818822
29,1.7021702892381627
30,1.7424285552827279
31,1.7223657115720443
32,1.707005925446318
33,1.6921638547411484
34,1.7085161288870825
35,1.695107991752819
36,1.730227462829838
37,6.2793471681096715
38,6.350033949568914
39,6.3692492697397904
40,6.4444770938121625
41,6.425621654284946
42,6.419754968786239
43,6.308886163184001
44,6.389450678980308
45,6.469007713692296
46,6.449686063371148
47,6.452502156784184
48,6.385899252219199
49,6.42366093999923
50,6.455492022868331
51,6.870904358797985
52,6.899456747479668
53,6.864249919971725
54,6.87927340226717
55,6.848671165614932
56,6.786983482142861
57,6.863716294941209
58,6.7843525032724665
59,6.728665929383117
60,6.7067542122354435
61,6.57963821756045
62,6.722620456838603
63,6.742920029622027
64,6.781783349936349
65,6.795098150220808
66,6.814934496915209
67,6.812562244215471
68,6.72071590683622
69,6.661678479019795
70,6.747202688090005
71,6.749528740270145
72,6.745147143218078
73,6.736999611227977
74,6.828388209433088
75,6.7242442081207185
76,6.630423083559671
77,6.532262229951222
78,6.3755435769247635
79,6.374838020435971
80,6.404562113094331
81,6.4519086738541
82,6.3783204536210905
83,6.1482305551816525
84,6.135578259964938
85,6.1641733031136665
86,6.091058256536815
87,6.034807565784909
88,6.086496655243971
89,6.074009776839483
90,5.943169195969971
91,5.925284015859465
92,5.8656729112903365
93,5.807657226413397
94,5.982343190872741
95,5.958592570503087
96,5.912082344434581
97,5.980454143727013
98,6.095118442703754
99,6.148115076756237
100,6.128819112707318
101,6.140209576736175
102,6.1825272925711126
103,6.195654552999086
104,6.260558803459884
105,6.289879254611709
106,6.308005837169043
107,6.289790090664945
108,6.29179171432392
109,6.2847812364982785
110,6.253179225814528
111,6.270863043597382
112,6.232823958359757
113,6.306545774105581
114,6.352962148997898
115,6.390382816028598
116,6.371626502804526
117,6.263346465797548
118,6.274467424436601
119,6.3391097804697765
120,6.268142679098192
121,6.236753798129721
122,6.188172536057698
123,6.125156171654859
124,5.8699140945411905
125,5.555744193870373
126,5.414733608807691
127,5.388047515531436
128,5.427820056672947
129,5.386367409855986
130,5.38145352136294
131,5.434802809954308
132,5.4774497483399625
133,5.734977301343279
134,5.748712197027162
135,5.712326798691072
136,5.607683369787911
137,5.608907762086959
138,5.699120863517125
139,5.564634951672199
140,5.666115781794974
141,5.715208256287801
142,5.732211762367731
143,5.73460943466368
144,5.756878464692737
145,5.756942094263402
146,5.681333151361261
147,5.712866074580231
148,5.7053851790391485
149,5.762470706921534
150,5.699608074031557
151,5.592522843935376
152,5.578429141865084
153,5.556526264817372
154,5.598553674455676
155,5.557106771933089
156,5.5525643892197385
157,5.549262642849544
158,5.490387089117976
159,5.509271601123177
160,5.520707468659813
161,5.517815976076046
162,5.529778900494924
163,5.557372821222034
164,5.5828012444586985
165,5.5778043226877845
166,5.588793288703192
167,5.5445104782566155
168,5.5753136399200995
169,5.493602136309946
170,5.470272100889117
171,5.525628772269396
172,5.253182905286071
173,5.24484922484268
174,5.306758567582994
175,5.368256521034241
176,5.355076268984778
177,5.261929590134393
178,5.378542166535057
179,5.406823851676216
180,5.459374002810364
181,5.621394044850368
182,5.659455703196174
183,5.709468932422876
184,5.593518433160354
185,5.633430682413163
186,5.62597083305588
187,5.61303183199413
188,5.631346669865138
189,5.622969325157517
190,5.756413353935876
191,5.921546178652266
192,5.889309521766233
193,5.972194176279416
194,6.082758340234177
195,6.130351173526995
196,6.059147210501244
197,6.007378582294371
198,5.966052024711402
199,5.883713967036261
200,5.744200403170765
201,5.4930947111493085
202,5.515395871026173
203,5.76624322595986
204,5.925057552929631
205,6.104870883332067
206,6.105165401905146
207,6.021080927579366
208,6.034102721985616
209,6.046049897104503
210,6.049379374076505
211,6.094332747861801
212,6.033669654615203
213,5.9868364688198845
214,5.9624373235556085
215,5.983800525342716
216,6.0928569312741505
217,5.884598711141848
218,5.863292319747789
219,5.942602367011189
220,6.02881327260518
221,5.975833804021774
222,5.981323102678569
223,6.1092391430572714
224,6.141392643006663
225,6.184468400772033
226,6.168186023540696
227,6.147811219452368
228,6.150578385785268
229,6.073000351741249
230,6.179578142287797
231,6.078545817481421
232,6.236243222028353
233,6.248811392037799
234,6.198019023814965
235,6.205428035155957
236,6.150849445606475
237,6.1352765162925555
238,6.253035614805362
239,6.244079187117615
240,6.201577026089502
241,6.197673889017812
242,6.160749469229994
243,6.245862418101628
244,6.293577750557081
245,6.233761062065759
246,6.253870231098995
247,6.175772440215521
248,6.318394484320589
249,6.274011128832048
250,6.357333188169432
251,6.44269242871829
252,6.4011367309600615
253,6.400880813139207
254,6.526235042794544
255,6.5734480575304195
256,6.689969034376599
257,6.6456847482060635
258,6.579124023929616
259,6.490100487527877
260,6.564045236961425
261,6.5129035801539334
262,6.3719983646764256
263,6.3838242665325895
264,6.1763918738491075
265,6.0705976896426925
266,6.389431059198535
267,6.3993195708433825
268,6.213303584925058
269,6.38080972977185
270,6.357267729473869
271,6.275539911131973
272,6.084047648258173
273,5.651116553592681
274,6.01978437537748
275,6.125584270144321
276,6.013423681121404
277,6.131461657141587
278,6.020268389811511
279,5.9420546070521185
280,5.903730132011318
281,5.889276670162844
282,5.765542112961444
283,5.7508940139884706
284,5.87695407570017
285,5.883655071278775
286,5.947620182626348
287,6.060905357031925
288,5.994805181413985
289,6.0253503222798
290,6.025954265873019
291,6.091218211415422
292,6.046455905329059
293,6.065275636735589
294,6.009496121193872
295,5.8483548180822345
296,5.803636067444935
