Particulars,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
mean_population_yearwise_converted,26969373.41981132,27341963.5,27707444.547169812,28067967.198113207,28426364.849056605,28784898.778301887,29144376.226415094,29370694.286384977,29731778.2629108,30095631.78403756,30320414.710280374,30689434.906542055,31062044.887850467,31437847.457943924,31816165.93457944,31898198.77314815,32127728.244239632,32505457.62672811,32883080.580645163
